text,sentiment
i guess for the price i paidthe quality reflects the product cheap,0
theyre ok but the one inch elastic band accentuates any rolls you might have the large was a little loose on me,1
it was a gift for my mom she loved it so much i sent her the earrings to match,2
fun dress for the right occasion,2
blu pepper tends to run more like juniors sizing than womens this was incredibly short and somewhat small it was too form fitting rather loose and flowy so i returned it,1
great relief for my feet will keep a pair of these forever,2
me agrado todo el diseño,2
im really torn with this product first it is not silk so the title is false advertising it is polyester and only one side feels smooth to the touch second the care instructions indicates the do not wash symbol not sure how you can never wash something you wear the colors and quality are great for polyester,1
might have to tailor the bottom of the pant legs not quite what i expected thought they kinda came in like harem pants but didntstill very cute nice and roomy,1
was so excited unwrapped put on held arm out to snap a pic and it literally broke and fell to the ground so bummed out,0
buy a size up runs small,1
got as a xmas gift for my exwife from my daughterbr br folds down pretty small easy enough to fit in a mid sized purse easily fits in a cars front door stash pocketsbr br appearance is good build seems to be good note that this is a fairly heavy umbrella enough so that planning to keep it in a small purse will add notable weight but on a potentially rainy day it is probably worth it but not something you are likely to leave in your purse all the timebr br the build quality seems good to withstand pretty decent windbr br spreadcoverage when opened is decent keeping in mind it is a ministowable umbrella there is not a lot of drop from the top peak to the sides this means that in a windy rain you can expect to still be exposed to a fair amount of rainbr br obviously you are paying mostly for the name and a betterthancheap umbrella build quality but this is still just a chinese made product as almost all coach products are nowadays this is not the same coach quality that we all knew 1520 years ago,2
arrived on time correct size and great price,2
expected fleece lining to be thicker,1
material is flimsy,1
i would have liked these to be a little tighter i wear them under polo work shirts im 59 and 165 should have gone with a small otherwise theyre very comfortable,2
i bought these for my daughter as she turned 18 i suppose it is my own bad for not knowing how 5mm 34looks34 but these turned out to be kind of unimpressive they are pretty and all but too small to be very 34wowful34 like i wanted them to be if i had it to do over i would have gotten bigger rubies,1
they are cute and good quality but they are very hard to open,1
these are great boots i wear then all day at work and longer with zero problems very comfortable i initially bought them in black and loved them so much i bought them in brownbr br the only shoe ive found more comfortable is merrell but they dont have as many styles that look good in the officebr br a followup i found that the shine on the backs of the heels wore off quite quickly i think this is from driving i have a manual transmission and have to use both feet hence there is wear on both booties the boots still look great for workexcept for that i will have to figure out how i can repair the damage perhaps by polishing,2
arm holes are a bit gapey but looked fine regardless,1
the white part of the shirt is sewn on the jacket so it only looks like a combo when its just 1 super thin long sleeve shirt isnt flattering in person,0
the sewing really is of poor quality both pockets have totally torn the stitching and i never had anything in the pockets ordinarily i would have sent it back but i really like the style so i sewed it up myself buyer beware though the stitching quality is poorbr br edit seam under armpit is now torn still like this but sewing is crap,1
the print is beautiful however the material and quality of the actual pants are not great,0
beautyful sunglasses good quality hevy material love it,2
save your money battery that came inside of the boogie bomb had exploded inside causing damage i bought this for my 9yr olds birthday needless to say he was very disappointed and i am very upset,0
i have received both my first and second paid of compression foot sleeves the first ones seemed so promising for my foot pain i decided i better have a back up pair as well i developed plantar fasciitis after wearing too many flip flops over summer no i didnt heed the warnings i had a great deal of pain and decided based upon reviews given to try the sleeves i am cautiously optimistic as after wearing them for only about a week i have already noticed some improvement i am no longer in excruciating pain when i stand or walk i know there is a long way to go however i feel the sleeves are definitely having some impact and i hope to continue to improve,2
i ordered 3 sizes larger just to be sure i could have possible gone with 2 sizes larger it was a little big in the chest midriff so i washed it and it shrank to just the right size i am only 5 and i wanted it just below the knee so i had to hem it about 2 inchesbr i purchased this dress for and 1940s dance it was perfect i got several favorable comments on my choice,2
love them used them for sn evening event,2
it is very see through and cheaply made and do not like it at all,0
seems well constructed a bit of whimsy in a serious situation suits my lifestyle and image will likely use it in cold weather for deer season purchased both available color options would like to see in a cami and blaze orange too,2
this is definitely a fake bag the letters should not connect and it does not have the metal on the bottom of the bag as shown it is a nice bag but you can get the real thing on the designers website for around the same price,0
i have worn skechers for yearsathletic casual and sandals i have never had an issue until this pair almost no support and very squishyflimsy feel it shifted on my foot with every step,0
the headband itself was a beautiful turquoise color it is also very well made the problem for me is i have very fine hair and normally have issues with head bands slipping off i was excited that this head band ran smaller than other ones that i have had my hope was that it would fit the material itself was very slick so the band woulld not stay on my head unfortunatly i had to return it,1
awesome pin,2
nice earrings wish they made them bigger hoops,0
love the band and made my ftbit more comfortable fitting better,2
these are really cute but more for people w multiple piercings to stack way too small if you only want them for one piercing it looks laughable alone thats how small they are,1
this wallet is super cute came in on time and i got everything transferred over from my old and much smaller wallet to this new one i was so happy with it until i tried zipping it up with everything in it the zipper is so cheaply made that it will zip up fine on its own but once you add things like cash cards and change the zipper will pull apart very disappointed and sending back,1
the label on the package said the correct info for what i ordered but the badge holder was only 3 diameter just returned it via a ups store,1
the magnetic jewelry extenders are great the photo shows 4 gold and 4 silver i received 2 of each im waiting for a reply to my claim,0
there okay they look nice on,1
too big again,0
poorly made terrible fitting dress the only thing i liked about it was the ombre green to blue colors,0
these are advertised as being wide in the toe box for a more natural toe splay however i found them about average width to narrow keen merrill and blundstone are all wider in the toe box than these,1
it fits nice,1
while i like the look design and the somewhat close fit fine what bothers me is all the extra threads on the inside of each sock those with rough feet or nails that catch will find it hard to put these on id prefer less pattern and more ease in a sock made for long wear,1
absolutely love these sunglasses fit color and style are perfect,2
the outfit fit but it just isnt as long as i would have liked it do you have anything longer in length,1
i will pin the front as the slit in the front is much wider than shown im hopeful i can make it work as it is a comfortable material and pretty,1
not worth the money to matter how inexpensive they are they literally turned me green within2hours of wearing them and im not that sensitive to the fake metal plating i just wasted my couple dollars and i still cant wear my necklace i got these for,0
been using asics for walking every day for years love them,2
it was a little hard to put on but when it was on it fit great and was a tad bit longer than i had expected it hit about midriff and im 53 which is exactly what i was hoping for,2
i travel a lot i would recommend this for everyone it is extremely compact and convenient and it helps to know ahead of time what your luggage weighs as to avoid switching and swapping items from bag to bag andor paying extra fees for overweight luggage not to mention holding up the line,2
i saw this inc international concepts sweater on sale for 11 thought it was too good to be true it was this sweater is really cheap quality it arrived already pilled i laundered it per label instructions and the pilling got worse its headed for the thrift store pile,0
its too tight across the shoulders for me puts pressure on the chest,1
i bought this dress for a funeral she loved pink so this fit in perfect i wish it would of been a couple of inches longer because i am 510 but overall i love it,2
material was far thinner on the vivid lilac and wrinkled easily,0
nice sandals and attractive however they run small and are very narrow order a half size larger and wide if they offer that they are comfortable with supportive sole just too small and narrow,1
i bought this as part of a 70s costume and its super cute but it kept turning on my neck now you cant tell in my pics and it just looks like a leather choker buy it was a little annoying i really cant say why it kept shifting but it did maybe it needed to be tighter but i wasnt willing to literally choke myself very very cute though good price and nicely made,1
the owl is gorgeous which is why i bought this the chain looks pretty but the gold color started fading to black within one week i understand that it is not intended to be real gold but the chains quality is poor,1
this is a very clunky band and the buckle is very large compared to the strap i have a decent sized wrist but it was out of proportion compared to the strap also the leather was somewhat thick and did not bend easily around my write which was unpleasant i wore it a few time and then bought a different leather band,0
this is really bad sorry small is listed as having a 275 waist it actually measures 24 inches burgundy is gathered at waist and not flat shown in photo buttons do not align correctly and it is a tulip cut at bottom very misrepresented,0
i like some of the aspects of this jewelry box but im not happy with some of it too its a nice quality well made however there 8 little square compartments that are too deep to be practical i have to stand directly over this to even see down into those little divided compartments nothing really fits into them either there is way too much space for rings but not nearly enough space for earrings for as well made as the outside is the inside of the lid is just not great for necklaces i like that you can hang delicate necklaces there but the little pegs are cheap and flimsy and wont last long there is really no space for me to store my watches if you have mainly rings and necklaces this might work for you not for many earrings watches or bracelets,1
my emotions are mixed on this one first the burgundy isnt remotely as dark as in the picture that really bummed me out its more medium red still very pretty but not what i intended on purchasing when shown a deep wine color second it fits huge which i knew from reviews im normally a us size 10 and bottom heavy so i offered a small i need like an xxs but i think i can make it work the neckline has elastic so it can be worn on shoulders or hanging off and i like that a lot overall i plan to keep it maybe ill try again with an xs and black haha,1
very cheap material they broke after wearing 2 times as if they were panties hose do not buy them nice aspect but that is all,0
the kneelength is nice and color is as advertised fabric is soft but a little clingy id have to size up for the bust area not to look like a tight bandage petite and smallbusted girls and pearshaped women would look so nice in this dress,1
bought these for my daughter and she is very happy with the look feel and warmth,2
jewelry was cute brought it for a photo shoot but they all broke within a hour of me wearing it,0
gorgeous i love them you can wear them anywhere,2
too costumie,0
looks like a plain gray scarf green color is very faint,0
i gave a 4 because i havent washed the material yet but if it fades ill let you all know very soft material i wear a 2x but i bought a 3x because of the legs i have definitely a 2x would have been too tight it sits on my body shows up my figure light weight wanted a wine color took burgundy trust me you would not know the difference between wine and burgundy definitely would get another if i would get a discount just saying but go get 1 and tell me what u think thumbs up,2
the buckle came in gold instead of black as shown it is a low cost item the gold highlights that even more,0
the robe is a perfect springsummer weight robe the fit is great after being washed and dried in the drierim 54 130 for the price the robe is of good quality pretty color pink perfect for around the house id purchase it again,2
i found them to tight for comfort around my knee,0
these basic leggings fit well and give a nice sleek line however the fabric was thinner than i was expecting even though it says thin in the description i would recommend these for warmer weather but not in the winter,1
i gave it to my daughter,1
i really like how this looks under some black tank tops the crisscross patterns fit nicely and rest in all the right places the bra part itself fit a little snug like a sports bra it wasnt as thin as a sleep bra but was the same thickness as a medium weight sports bra with some padding i dont necessarily like the way it looks under my shirt as much as a nice supportive bra so i tried to put a regular bra on top which made it a little more tightawkward the overall look is nice though and i get a lot of compliments so i still wear it,2
really cute very soft fabric not too thick and not too thin isnt too fitted but with the belt adds some shape to the body of the tunicdress i am wearing with leggings i love the asymmetrical hem and the button detailing for reference im 135 and 5 hits above the knee on me,2
nice sunglasses and very stylish but they do not have enough april g loaded arms,1
decent formfactor works fairly well but the value proposition is ridiculous worth maybe 13 of what they charge,1
dislike design,0
the quality is not that good,1
it was a pretty necklace that i wouldve loved to wear but it came broken,0
daughter wears a size 6 or 6x i ordered a 120 and it fits perfectly,2
nice shirt should have been oops has a snag right out of the bag other than will only be good for maybe 3 washes nice looking shirt,1
omg buy these now they are smooth and soft and not seethrough at all they are highwaisted tummy control but not tight and compressing they are perfect for summertime i already bought more,2
nice shoe for suits,2
bought these for my 11 year old daughterfit well when tried onthen washed once and they literally shrunk to half their size or smaller,0
i bought a small and it was large i have to fix it the fabric is not good either,0
i was hoping to gift ordered a size ten but just now saw that it has the 41 on the bottom of the shoes which seems to convert to a size 105 this is too large for my intended giftee however they appear to be quite nice other than the size difference,2
i ordered the light grey color you are able to seethrough the top fit of the top is great i just wish it was a thicker material,1
cute durable but rather simple materials i wanted it to make it less obvious that i was an american tourist and this helped the effort i like that it doesnt say 34passport34 really big on it this survived a few weeks of being shuffled in handbags money belts backpacks and the like with no signs of wear i did store a couple little ticket stubs and such inside and it didnt stretch or anything,2
it fits as expected its very comfy and stylish looks good with and without hair,2
this dress runs about 2 sizes too small order much a much larger size than you actually take,0
thit is good to have to play with snow if there is no other choice but it doesnt keep warm the color seems to fade out a bit after a while not recommend,0
the wonderfully soft flowing jersey material makes this top both comfortable and flattering the fit was perfect for me but perhaps something to consider if you dont want a clingy top i typically wear a large in juniors and a medium in misses erring on the side of caution i ordered a large in this top it fits perfectly but it is very form fitting up to the bottom of the ribcage on me i have a long torso then flares out over the abdomen and parts south very nicely the sleeves are long and very fitted but not too tight the material is nice and stretchy so this top will accomodate a variety of body types given the nature of the material and how the top part is formfitting i would suggest sizing up if youre doubtful i definitely recommend this top and expect to purchase it in other colors it looks especially fetcing with leggings or a pencil skirt,2
i was dismayed to find my hands dyed a bright pink after first using the gloves planting flowers i had to scrub my hands with grandulated oxyclean i tried to remove the dye from the gloves with a waterbleach soak but after drying the gloves and using them once more the dye oozed again to the trash they went life is too short to deal with such a bother the company must remedy this dye issue,0
the fabric is a wonderful cotton amazing pattern with complimentary colors i wear size 18 or 20 i ordered 26 i like room i think a size 24 would work i work i elementary school and color works the school colors are tie dye this is perfect dress in so many ways one of the teachers is a seamstress and she was mesmerized by the fabric i am thinking about ordering another dress and asking for pockets i am 5434 and the dress comes to my angles again perfect thank you lakkar haveli,2
cute but didnt say it has a clip on which squeezes the crap out of my ears too bad really cute,1
i ordered my wife what i thought was her dream dress for our anual seabee ballmilitary ball i paid for overnight shipping to ensure it got here on time when it arrived my wife opened the box and to her horror it was ripped on the front and someone had duct taped the rip closed on the back of the tear there is a shoe print on it as well it looks and smells like someone had worn it and sent it back sequins were messed up now its two days before the ball and there is no time to get her a new one thank you gk queen for ruining the one night we really get to spend together as we have kids and cant afford babysitters all of the time you ruined supposed to be a very special evening for us with this i dont even know what to call it,0
i can always count on brinley to have my width for boots and they are in styles i like,2
sizing is not true to size runs at least a full size smaller gave mine away instead of returning or reordering it is beautiful though just not true to size,1
the toe box is tight but the rest f the show fits as expected i had to leave them unzipped or take the liners out to wear them which made the heel looser than id like i miss the days when shoes would stretch these have not yet they do look good though,1
disappointed that the fabric is not the same for all dresses some have a shiny finish and some have a dull finish,1
my artist loves it,2
very cute dress but the sleeves were incredibly tight like ridiculously tight the hoop skirt was great gave the dress good volume i didnt have an issue with movement or sitting in the dress only issue was the newborn size sleeves,1
i loved the belly ring it was just as beautiful in the picture when i received it but only after wearing it for a few months the rose fell off of the eiffel tower and then the tower part snapped of as well cute product but cheap quality,1
i dislike that they are peeling and color is fading ooff turning white i thought these were real crocs they cost the same as the real ones,0
i received the shirt i was going to give it to my sister for her birthday but unfortunately the right sleeve is sewn together and you cant put your arm through it i was so embarrassed i had nothing to give her for her birthday i would like a replacement or a refund please,0
the butt is super saggy and way too large goes all the way up my entire back and i got size small fits like a large or xl,0
fit great and look great,2
nothing about these matters in light of the fact that their size 910 is actually a size 8 if that they are incredibly small and i did double check to be sure they sent the right size they are simply terribly small and unusable for anyone above a size 8 the person using this pair is a size seven an actual 7 so these get one star because they are wholly unusable its not a matter of a slight sizing error they are sized completely wrong and to such a degree that i wouldnt trust the brand to be consistent in sizing errors i cant recommend sizing up because i cant tell you how much larger to go given how bad these are good luck in your search,0
disliked them because they were very thin n runs very small if u take a 7 order a lager size im a 7 n they r tight n shrink,1
i have been wearing this inexpensive toe ring for the last 4 months non stop including a one month trip to thailand it is still in great shape and is very comfortable i wear steel toed boots to work every day and i can never feel this toe ring on me i love it,2
i love the look of the product however it carries a strong chemical smell that i cannot get rid of,1
it is lightweight enough that im not sweating during church but warm enough that i can wear it outside during the winter i love the length pockets and print i will be buying another one soon,2
run small,1
looks good just too small,1
very well made soft and comfortable pants bought for wifeshe says im a buxom 35 waist and 51 hips the pants for my hips gently but not tight very comfortable waist too,1
bought to wear on cruise received a number of compliments on it after reading the other reviews i bought a size larger and it fit perfect do not hesitate to buy you will not regret your purchase,2
these flops looked very pretty however the insole is like high grit sandpaper they were rough on my feet when i walked around the room needless to say i returned them amazon is great about returns no problem ever we order a lot of stuff,1
great quality sturdy exactly what i needed love it that they come with the little jewelry envelopes too makes for a very professional looking package,2
they didnt hold up for running very well but survived a 10k which was all i needed,1
love the mk logo font print and color the stitching would rather have it be dark than white though,1
i like the look and feel of my pants however they fit too small i have order xxxl,2
based on the price i didnt expect it to be as attractive as it is i was very pleased would highly recommend it,2
always get lots of complements when i wear these unless its my james bond persona,2
i got it today and im wearing it now i love the the style and i get a lot of compliments this is the second one of this style i have own,2
i wanted these for support when walking around the house because we leave our other shoes at the door and these are very supportive and just what this physical therapist was looking for,2
loved the colors on this purse which is why i ordered but its quite a bit larger than i like this causes me to load it down with 34stuff34 making it heavy then items im looking for get lost would be nice if it had more compartments to organize contents cell phone compartment isnt large enough for my samsung galaxy 8 it falls out every time i try it has only one zippered compartment on inside and 2 small pockets that arent deep enough to hold hardly anything,1
this top fit well but the material is a cheap jersey would not recommend,0
sunglasses are a beautiful color and i love tifosi but these were just too big for my face,0
its a bit fitted but all in right placesbr not suitable for the well hung,1
from the colr description and picture i thought they were black they are definately gray,1
very pretty when it arrived just the right length and size about the size of a 50 cent piece if youve ever see one of those plan to order more of the different colors,2
used it for a halloween costume for my 11 year old son and it worked perfectly,2
these bows are super cute and exactly as pictured but the band left a mark on my newborns head she was only 7 lbs so i wasnt expecting them to be too tight kind of disappointing since they are so cute and i expected them to last for a while,0
these were advertised as womens tights leggings theyd be tight on skinny grammar school children ordered medium my wifes only 5 2 not very heavy,0
i went 1 size up and was still too snug to be comfortable,1
super thin material super short nothing like pictures,0
the material feels a bit thin but they dont look cheapthin on i normally wear a womans large and had no problem with the fit and they dont roll or bunch upbr they are not the most functional if youre looking to keep your hands warm shocker i know right br br these gloves are a punky and quirky but they arent too 34tough34 to be styled as feminine edgy if that is more your thing,2
excellent very comfortable pjs,2
broke the first time i used it very disappointed,0
love the color,2
as soon as i put this on i felt like i was 220 lbs of twisted steel and sex appeal a bald eagle landed on my shoulder and screeched as i draped in the american flag looked into the abyss of the pacific ocean whilst holding a pbr with my aviators on,2
looks cool but a couple issues bad fit realized after the fact that washing an apron with leather straps is probably not going to hold up looks cool though,0
i really like this jacketbr br fit is right on definitely waterrepellentbr br problem is the thread is cheap its literally falling apart due to thread breakage i question any hard use especially if you need to depend on it,1
im 52 and 112 pounds and as much as i wanted it to fit it was just too loose the hubby took a look and said uh uh while shaking his head vigorously back and forth unfortunate its too cute,0
i got this dress thinking i might wear it for valentines day it was somewhat of a disappointmentbr br prosbr br the crisscross feature at the top is great it allows you to wear a regular bra while still having a cute offshoulder feature and very attractive drapingbr br the color is pretty and vibrantbr br consbr br the dress has no lining this means that it is fairly flimsy and doesnt have the weight and drape to it that would make it look like an expensive dressbr br its made out of a thin polyester its not so thin that you can see through it but it doesnt flow over the body and anywhere that you dont totally fill it out it hangs sort of weirdly its not a dress that makes me feel confident to go out on a date,1
poor quality poor fit nothing what i expected would not recommend would not even give a 1 star,0
hugh comfortable out of shower unattractive due to size but they work inexpensive would not buy again,1
nice cheap shorts thats comfortable stitching is starting to come out near the bottom of the leg seams i would recommend buying a size up or 2 depending on how baggy you like would i buy again prolly not but you get what you pay for,1
the material used in this shirt wrinkles very easily i wouldnt purchase it again,0
i ordered a size up and its perfect,2
great fabrics and very comrortable one major problem is no fly opening it makes bathroom calls difficult,0
label poorly stitched,0
was just as described,2
the colors are nice it fits well and is cooler than others i have tried but they are very fragile after wearing them 3 times they were fraying and tore,1
im an 1820 and its a bit snug at the back at shoulder blades but otherwise i love to layer with this jacket the quality lining leaves a bit to be desired but yet again it gives me the look i expected i wouldnt say its worth the asking price now that i have it but nonetheless its fashionable,1
really bad quality,0
ordered this dress for a concert and it fit just beautifully i love the lightweight material and for the price it was very elegant i would definitely purchase again it was true to fit and i actually could have ordered a size lower and it would have worked just fine love this dress,2
finally a flip flop with a good arch support this is my second pair of vionic thongs they are well made and last years fit true to size,2
love them,2
i thought these would be similar to my classic black and white cloadfoam adidas but these are less comfortable,1
soft but awful if your short,0
these shoes look sharp my son picked these out for the school year unfortunately theyve only been worn to school for 14 days and the toes are already losing their color had i known they would wear so quickly cosmetically we would have purchased something else other than that we have no complaints and hell continue wearing these,1
these are very pretty but are thin the filters are not enough it should be a little thicker,1
classic levis 501s shrink to fit i guess they havent shrunk enough yet because they are still baggy a couple of times in hot water and a hot dryer should do the trick they still feel great the fabric might be a skosh thinner but they are still rugged 501s i will buy again,2
excellent quality,2
the shoes is ok but the quality of the product does not give me the expectation i am looking for on the price is that is asking me to pay for the sewing on the pattern of the shoes is sticking out which gives it a cheap quality makebr br an okay product but i wont recommend this to anyone if you are looking for a quality shoes in a good price,1
cheap and doesnt hold the shape at all,0
looks great fits ok on my 2004 rubicon bullet point came off second day driving but goes right back on i could glue it but its not a big deal if you want something sturdy i wouldnt recommend it,0
i love how its a hoodie and tank top in onebr i like the hoodie vest how its medium to light weight material wear,2
i thought i ordered the correct size medium after reading reviews and the size chart but it was too tiny i am 54 and 140 lbs and 36c and medium was way too tight for the slightly baggy look pictured i would likely need an xl customer service was good and it was a cute top,1
the lights in one of the shoes stopped working 2 days after the 30 day grace period but only the 2nd time wearing them bc they were purchased for school so they werent worn for a couple of weeks after purchase no way to exchange item that isnt working,0
ok panties but no stretch so it makes them confining not my favorites,1
it was too tight on my head and i have an average sized head cant wear it without getting a headache the part in the listing about it having spf is a lie nothing on the package about it and the skull pattern didnt match up on the invisible seam very disappointed,0
really good product but bad seller took 3 weeks to get before and after on leather sofa i used a good leather cleaner and a good leather conditioner before i feathered on the paint remember its easier to add color but difficult to remove too much,1
if anyone ever tells you not to buy a reversible kimono off of amazon they dont know what living life is all about,2
ok not really what i expected but guess buying sunglasses online isnt easy so,0
the quality of the wrists band could have been better,1
i love my new clarke sandals they are so comfortable they give me support with comfort i used to wear my old ones around the house i wear these everywhere,2
love this hat and it provides uv protection in the hot sun,2
strap looks great with my seiko 5 snk809 stitching appears to be high quality the 18mm width strap is fine for small to medium wrists up to 75 but will probably be too short for larger wrists dont know about wider straps with bigger watches for this brand very happy with my purchase,2
larger than anticipated,1
the socks fit my wife who wears a size 8 shoe they stayed put in her shoes thanks to the elastic cuff which she didnt find uncomfortable they got somewhat pilly in the wash but still fit the washing instructions are confusing on the product page it says machine wash in cold water and air dry on the product label its wash with warm water do not bleach tumble dry with low heat,1
took the advice of other reviews and will take the side stays out they are uncomfortable and not needed the way the bra is designed the stays are too long and really poke into the ribs when you sit down too bad maidenform doesnt read some true review and modify their garments,1
if it says expected but it shrinks really easily do not put in dryer,1
maybe just my personal body chemistry but my shin and even cloths are stain black from oxidation otherwise looks great but i cant enjoy it during the summer,1
fit is so awkward and the belt is cheap into the donation box it goes,1
the goodthe sweater is super soft and cutebr the badthere is no way the xl that i received is actually an adult sized xlbr what i received is possibly a child sized sweater in a plastic bag marked xlbr the actual sweater does not have any size indicatorsbr the neck opening is 3 inches,0
overall satisfied but runs way big i have broader shoulders and thicker arms from my past life as a gymnast and a large was too large i wish i would have exchanged it in time to switch it out for a medium at least,1
the top part of the dress is too loose and looked weird even with a slip otherwise a really pretty dress,0
the color and cut of this dress are great i just wish it were made of cotton or something more breathable purchased it for a vacation in hawaii so it would have been nice if the fabric had been a little cooler overall it was fine for the short length of time it was worn,2
my daughter loved them,2
this top is a little wide across the chest and the arm holes are big the material isnt very stretchy and it is pretty thin it shows every bump and lump,1
returned,0
so cutegreat timing to wear for partysadly one of the bells was missing,0
too tight at the neck,1
bought an xl for size 13 shoes per the size guidelines on the allen edmonds site way too small,0
the embroidered air assault badge is incorrect and looks like a helicopter with a large black mouth in the middle not the same as the air assault badge,0
the ring broke after only wearing it for a few hours otherwise i like it,0
cheap we may save your money,0
decent shirts but not the best quality theyre extremely thin,1
i got a black pair like this from the same brand and they fit perfectly so i wanted to get brown as well they fit completely different same style same size and the brown pair is way too big in my waisthips pretty disappointing,1
i like the shirt and the way it fits however the design on the front is an iron on slab of paint that will bubble and start flaking in the first two washes,1
was not satisfied with this purchase when i received it short logo of yugioh was discolored and looked very cheaply made,0
very comfortable and great arch support,2
fits tight with no stretch must be small chested to wear pants fit fine,1
not very flattering for those with a large bottom but they are comfortable enough to wear all day,1
fit as expected convenient pocket inside to store house key or debit card,2
says its for plus size but the breast support is non existent and the cups on the bigger size barely covers anything fabric with design is also completely see through and not nearly as long as photo shows bottoms fit great,0
so soft and comfy you put in you got and it shapes right to it i love these now i want the red ones i need back surgery and this looks good for recovery,2
i can not wear this sweater as it is very itchy,0
well the zipper broke after two weeks making the entire purchase a waste of money what else can i say the socks themselves seemed to be of decent quality which is nice for pocket socks which usually are of subpar quality but if the zipper breaks and all of your money falls out then its quite expensive it would be nice if the pockets were just the bare minimum size to accomodate one or two cards as i like to keep 34 cards plus cash in it and it is a very tight fit and difficult to remove money or anything because the pockets are so small so even if the zipper hadnt broken i would much prefer a larger sized pocket for actual practical everyday use,0
broke after a month,0
not good looks better on the site until you have the product very disappointed,0
not for summer,0
i really like the size and the insert that allows the bags to sit upright my only disappointment is that the loops that attach the bags to the registers all broke off the very first time i tried to use them i mean every last one of them i told myself i was going to save them and sew them on properly but i never got around to it so i now get the stinkeye from sales clerks however the bag handles and seams seem to be holding up fine so farbr br update now the seams of three of the bags have failed luckily i noticed before i was scrambling around the grocery parking lot,1
super beautiful earrings but theyre also really easy to bend out of curiosity i slightly bent the back of the earring to see how solid it was and was surprised how easy it was to bend i was able to bend it back into shape but will have to be very careful so that they dont get misshapen,1
i really liked them a lot when the sun hits me head on i can continue driving and it does not dazzle me,2
not for me,0
cute dress i ordered two dresses and returned one both dresses had a issue with the button one was falling off the other the button came off when i opened it it was being held on by one little string,1
it was just too small made it impossible to use,0
its a cute shirt but the arms were too small for me so i am returning it,1
bought these for my better half he has had reconstruction on his foot due to an on the job heel injury that foot is very distorted but these slippers are flexible enough to enable him to slip his foot in he finds them very comfortable,2
i ended up returning them was not what i thought,0
i have to saya little dissapointed with this outfit jacket wasnt finished well and the pants are very small and tight,0
like the cloth colour is great just like in the picture,1
i have returned it,0
pin head bent today during first use removing bracelet from marathon gsar,0
these are really light almost clear with a hint of pink i was expecting a little more color,1
i love these sock they support my lega i wear all the time,2
colors were very vibrant the material for the bottoms kept slipping down i returned it,1
the neckline is boat neck bra straps are always showing,2
all right in the colors and all just the size cart was wronga small was 3032i might try to get a medium see if it will fit better,2
i usually love nike sports bras but this one was a little disappointing for me it runs a little big and the removable pad is one large pad with a big opening across the top having one pad instead of two and having such a big slit for it made the bra sit awkwardly on my chestbr it probably wouldve been comfortable but the fit just wasnt right for me,1
the material is very nylonfeeling so your pants fall off them unless you have a good belt the fit is way too snug especially the larger size other than that they are pretty comfortable one star fit the legs well 2nd star and dont come apart at the seams with heavy stretching 3rd star,1
love to wear them,2
please with the product and fits perfectly,2
i have really mixed reviews about this one i was looking for comfy isolating at home wear i was looking for soft cotton the listing said cotton the tag says cotton there is no way this is cotton it has serious stretch in it like spandex and its shinyslick smooth like a workout performance shirt it fits loose at the neck but not awful its totally fine for hanging out in my house and the backyard but i wouldnt wear it out and its not comfortable enough to sleep in the price was fine for what it is thats the only reason it didnt go back,1
just what i was looking for,2
i wanted to love this dress the print was nice and it seemed casual but classy but sadly it was way to sheer see through itd be good as a beach wrap for reference i ordered the dress in white,1
purse is much larger and more structured than expected,1
way to wide especially in the heal,0
a little thinner than i expected but its holding up just fine,1
perfect for a growing kid bought a second pair cause we loved them,2
this was very small i ended up gifting it to my 10 year old niece because i couldnt wear it at least shes happy haha,1
fits like a sack did not come in the color i wanted would not recommend,0
love this shirt its very soft i have another version of this shirt thats blue and orange troy lee never dissapoioints,2
she didnt like the way it fit,0
super cute daughter loved it,1
way to small and tight very uncomfortable might be good for a 3yr old,0
this wallet is so pretty and soft i really like it and it holds quite a bit i had to take it out of my smaller purse though because it was too tight ill still use it with roomier purses,2
i like the variety of beads one broke immediately which makes me weary of the others also im fairly slim so they are a little larger than i would normally want but they are okay,1
just took it out of the package and it already has a bad zipper on it was hoping being a little more expensive meant a little better quality apparently not,0
very comfortable and affordable,2
this shirt is so soft and comfortable washes up nicely and letters look readable and big,2
shirt is huge,1
this watchband is perfect for my mickey mouse watch that is only gold in color now that it is winterish where i live this band is not sweaty to me im ready for our snow,2
very comfortable fit with very soft material,2
so hard playing golf without it i love how it protects my arms and keeps me cool,2
gloves very good and i will keep them but i though i had ordered plain leather glove with no cloth but i like them just the same mr emond,2
this shirt is shiny and feels like its made of vinyl it was very hot and uncomfortable i have other shirts that cost a similar amount that are much nicer the fit was also a bit small i would recommend this shirt only in an emergency,0
i was hoping this skirt was a real high waist style that i can wear to an event but the material and style was just averagebr it was very thin maybe for the summer as a casual skirt but the photo gave the impression it was a more dressy,0
was a little small,0
4 of my rings were broken and one got stuck in my nose not worth it,0
i had to return them they run small,1
i bought this backpack for a simple 3 day trip one strap popped odd before we even left there is other areas where it seems to be tearing at the seam it sits pretty low but i also could have adjusted the straps better there is also a hole in the fabric in the pocket at the top however overall its pretty ok it manged to carry about 50lbs of weight it could have more straps and stronger material,1
